business_key;business_id;status;effective_from;effective_till
9148140;3496;E;'2020-02-09 20:16:26.634';'2020-02-13 12:02:13.165'
9343342;3496;F;'2020-02-14 20:15:00.316';'2020-02-15 22:02:42.395'
9122226;3497;S;'2020-02-01 17:38:34.613';'2020-02-03 02:00:00.796'
9122579;3498;T;'2020-02-01 21:34:28.330';'2020-02-10 21:46:26.217'
9287895;3498;E;'2020-02-10 21:46:26.217';'2020-02-13 12:02:25.423'
9354344;3498;F;'2020-02-15 22:03:04.310';'2020-03-16 21:41:22.525'
9428003;3498;F;'2020-03-16 21:41:22.525';
9355625;3499;F;'2020-02-16 02:09:40.554';'2020-02-16 11:03:01.506'
9357987;3499;F;'2020-02-16 11:03:01.506';'2020-03-17 02:11:22.589'
9124793;3500;T;'2020-02-02 23:54:45.729';'2020-02-12 00:28:42.518'
9292850;3500;E;'2020-02-12 00:28:42.518';'2020-02-13 12:02:49.221'
9361402;3500;F;'2020-02-17 00:04:59.597';'2020-02-17 13:03:19.695'
9430000;3500;F;'2020-03-18 00:04:59.680';
9287186;3501;T;'2020-02-10 17:27:09.813';'2020-02-10 17:54:49.741'
9366641;3501;F;'2020-02-17 13:03:22.009';'2020-03-18 00:39:59.679'
9430071;3501;F;'2020-03-18 00:39:59.679';
9252655;3502;F;'2020-02-10 11:16:25.028';
9133144;3503;T;'2020-02-03 14:12:11.409';'2020-02-03 15:19:36.408'
9133254;3503;T;'2020-02-03 15:19:36.408';'2020-02-06 15:53:31.760'
9141436;3503;P;'2020-02-06 15:53:31.760';'2020-02-13 12:02:36.974'
9321061;3503;P;'2020-02-13 12:02:36.974';'2020-02-14 20:16:41.972'
9321080;3505;E;'2020-02-13 12:03:04.798';'2020-02-18 01:03:22.755'
9368297;3505;F;'2020-02-18 01:03:22.755';'2020-03-18 23:06:21.409'
9431695;3505;F;'2020-03-18 23:06:21.409';
9136334;3507;S;'2020-02-04 18:26:52.986';'2020-02-10 02:00:03.585'
9136828;3508;T;'2020-02-04 21:29:33.636';'2020-02-13 12:01:20.351'
9327187;3508;E;'2020-02-13 21:39:18.196';'2020-02-14 08:02:41.494'
9334169;3508;E;'2020-02-14 08:02:41.494';'2020-02-19 10:03:45.507'
9370901;3508;F;'2020-02-19 10:03:45.507';'2020-03-19 21:39:49.484'
9137046;3509;T;'2020-02-04 22:26:23.923';'2020-02-13 12:01:22.550'
9334171;3509;E;'2020-02-14 08:02:43.445';'2020-02-19 10:03:52.374'
9433487;3509;F;'2020-03-19 22:34:49.505';
9370904;3510;F;'2020-02-19 10:03:54.517';'2020-03-19 23:04:49.512'
9433528;3510;F;'2020-03-19 23:04:49.512';
9137441;3511;S;'2020-02-05 01:21:17.906';'2020-02-05 01:34:33.901'
9137460;3511;T;'2020-02-05 01:34:33.901';'2020-02-13 12:01:29.574'
9321013;3511;T;'2020-02-13 12:01:29.574';'2020-02-14 01:39:12.647'
9334180;3511;E;'2020-02-14 08:02:54.719';'2020-02-19 10:03:59.091'
9370906;3511;F;'2020-02-19 10:03:59.091';'2020-03-20 01:34:49.554'
9433861;3511;F;'2020-03-20 01:34:49.554';
9321019;3512;T;'2020-02-13 12:01:37.935';'2020-02-14 12:45:01.621'
9138964;3513;S;'2020-02-05 17:13:47.668';'2020-02-10 02:00:03.343'
9159793;3513;S;'2020-02-10 02:00:03.343';
9159791;3514;S;'2020-02-10 02:00:03.091';
9139336;3515;S;'2020-02-05 19:59:53.192';
9139968;3516;T;'2020-02-06 00:15:01.375';'2020-02-13 12:01:40.104'
9321020;3516;T;'2020-02-13 12:01:40.104';'2020-02-15 00:19:53.544'
9344699;3516;E;'2020-02-15 00:19:53.544';'2020-02-15 22:02:44.652'
9354337;3516;E;'2020-02-15 22:02:44.652';'2020-02-20 01:04:06.644'
9372942;3516;F;'2020-02-20 01:04:06.644';'2020-03-21 00:19:49.870'
9141124;3517;S;'2020-02-06 12:44:45.596';'2020-02-06 12:53:45.297'
9349656;3517;E;'2020-02-15 12:54:25.722';'2020-02-15 22:02:53.601'
9355009;3518;E;'2020-02-16 00:15:01.249';'2020-02-16 11:02:57.155'
9357983;3518;E;'2020-02-16 11:02:57.155';'2020-02-21 13:31:54.437'
9142552;3519;T;'2020-02-07 00:36:11.444';'2020-02-13 12:01:51.913'
9355188;3519;E;'2020-02-16 00:49:59.173';'2020-02-16 11:02:59.400'
9321027;3520;T;'2020-02-13 12:01:54.108';'2020-02-16 02:44:53.861'
9375898;3520;F;'2020-02-21 13:31:58.454';'2020-03-22 02:44:50.264'
9146694;3521;T;'2020-02-09 00:35:47.523';'2020-02-13 12:02:05.994'
9321039;3521;T;'2020-02-13 12:02:05.994';'2020-02-18 01:03:27.076'
9383094;3521;F;'2020-02-25 13:03:17.883';'2020-03-24 00:34:51.022'
9147069;3522;S;'2020-02-09 05:08:22.420';'2020-02-10 02:00:02.591'
9147521;3523;S;'2020-02-09 12:45:52.268';'2020-02-10 02:00:02.348'
9147831;3524;S;'2020-02-09 16:42:01.496';'2020-02-10 02:00:02.017'
9159784;3524;S;'2020-02-10 02:00:02.017';'2020-02-15 17:10:40.784'
9354343;3524;T;'2020-02-15 22:02:59.855';'2020-02-24 17:13:15.455'
9417751;3524;F;'2020-03-11 15:35:53.558';'2020-03-11 17:07:17.145'
9417920;3524;E;'2020-03-11 17:07:17.145';'2020-03-13 07:09:12.576'
9465307;3524;O;'2020-04-15 02:00:23.588';'2020-04-17 10:57:41.104'
9626720;3524;O;'2020-07-17 02:00:14.929';'2020-07-17 12:53:45.927'
9147948;3526;S;'2020-02-09 17:51:04.493';'2020-02-09 18:28:06.462'
9370076;3526;E;'2020-02-18 20:01:40.072';'2020-02-25 13:03:22.738'
9440251;3526;F;'2020-03-24 18:02:17.940';
9148363;3528;S;'2020-02-09 22:24:34.013';'2020-02-09 22:37:51.825'
9321044;3528;T;'2020-02-13 12:02:15.753';'2020-02-19 10:03:49.956'
9370902;3528;E;'2020-02-19 10:03:49.956';'2020-02-25 13:03:26.818'
9383098;3528;F;'2020-02-25 13:03:26.818';'2020-02-26 11:33:53.872'
9385291;3528;B;'2020-02-26 11:33:53.872';
9150216;3531;T;'2020-02-10 00:13:06.763';'2020-02-13 12:02:17.966'
9440802;3531;F;'2020-03-25 00:22:17.998';
9287743;3532;T;'2020-02-10 20:53:45.808';'2020-02-13 12:02:22.656'
9321048;3532;T;'2020-02-13 12:02:22.656';'2020-02-19 23:01:57.021'
9372691;3532;E;'2020-02-19 23:01:57.021';'2020-02-25 13:03:43.354'
9383105;3532;F;'2020-02-25 13:03:43.354';'2020-03-25 20:57:18.282'
9442260;3532;F;'2020-03-25 20:57:18.282';
9287902;3533;S;'2020-02-10 21:43:06.365';'2020-02-10 23:28:32.278'
9372941;3533;E;'2020-02-20 01:04:04.663';'2020-02-25 13:03:45.361'
9442433;3533;F;'2020-03-25 23:12:18.304';
9292738;3534;T;'2020-02-11 23:41:38.527';'2020-02-13 12:02:46.751'
9321068;3534;T;'2020-02-13 12:02:46.751';'2020-02-13 21:23:30.012'
9327034;3534;T;'2020-02-13 21:23:30.012';'2020-02-14 08:02:13.279'
9339039;3534;T;'2020-02-14 11:04:45.251';'2020-02-14 13:02:26.534'
9340252;3534;T;'2020-02-14 13:02:26.534';'2020-02-21 13:31:52.573'
9383108;3534;P;'2020-02-25 13:03:51.420';'2020-06-19 20:48:28.431'
9321064;3535;T;'2020-02-13 12:02:41.827';'2020-02-13 21:07:23.648'
9326870;3535;P;'2020-02-13 21:07:23.648';'2020-02-14 08:02:47.906'
9334174;3535;P;'2020-02-14 08:02:47.906';'2020-02-14 20:25:31.910'
9343414;3535;P;'2020-02-14 20:25:31.910';'2020-02-15 22:02:55.759'
9464444;3535;O;'2020-04-14 03:47:07.224';'2020-04-22 02:00:10.140'
9471991;3535;L;'2020-04-22 02:00:10.140';'2020-05-29 17:02:32.609'
9661196;3535;R;'2020-08-01 02:00:00.000';
9321075;3536;T;'2020-02-13 12:02:59.993';'2020-02-21 14:53:46.131'
9386307;3536;F;'2020-02-26 19:03:58.395';'2020-03-27 14:54:05.415'
9445037;3536;F;'2020-03-27 14:54:05.415';
9294769;3537;S;'2020-02-12 17:01:19.457';
9321082;3538;T;'2020-02-13 12:03:07.703';'2020-02-25 13:03:09.982'
9383090;3538;E;'2020-02-25 13:03:09.982';'2020-02-27 01:09:27.962'
9387503;3538;F;'2020-02-27 01:09:27.962';'2020-03-28 01:09:05.616'
9323376;3539;T;'2020-02-13 15:47:34.327';'2020-02-14 08:02:37.144'
9334167;3539;T;'2020-02-14 08:02:37.144';'2020-02-14 12:08:39.696'
9339927;3539;T;'2020-02-14 12:08:39.696';'2020-02-14 13:02:50.945'
9438644;3539;O;'2020-03-23 15:01:54.239';'2020-03-31 01:00:00.060'
9449397;3539;L;'2020-03-31 01:00:00.060';'2020-04-28 18:06:36.054'
9478081;3539;B;'2020-04-28 21:43:37.058';'2020-04-28 21:43:49.170'
9478082;3539;L;'2020-04-28 21:43:49.170';'2020-04-28 21:44:29.987'
9478101;3539;O;'2020-04-28 22:10:09.846';'2020-04-28 22:11:17.109'
9478104;3539;L;'2020-04-28 22:11:56.631';'2020-05-12 16:52:13.373'
9496038;3539;B;'2020-05-12 16:52:13.373';'2020-05-12 16:52:28.827'
9496039;3539;L;'2020-05-12 16:52:28.827';'2020-08-01 02:00:00.000'
9334178;3540;T;'2020-02-14 08:02:52.427';'2020-02-14 10:40:52.207'
9329529;3541;S;'2020-02-14 01:45:08.246';
9340120;3542;S;'2020-02-14 12:35:00.192';
9347343;3544;S;'2020-02-15 10:10:04.469';
9354339;3545;T;'2020-02-15 22:02:51.436';'2020-02-25 13:03:32.939'
9357212;3546;T;'2020-02-16 10:26:13.936';'2020-02-16 11:03:08.024'
9357993;3546;T;'2020-02-16 11:03:08.024';'2020-02-25 13:03:47.383'
9383107;3546;E;'2020-02-25 13:03:47.383';'2020-03-05 07:07:28.672'
9449934;3546;F;'2020-03-31 11:29:01.187';
9383717;3547;E;'2020-02-25 19:03:50.081';'2020-03-05 07:07:32.974'
9404855;3547;F;'2020-03-05 07:07:32.974';'2020-03-31 19:51:25.095'
9450374;3547;F;'2020-03-31 19:51:25.095';
9360633;3548;S;'2020-02-16 20:59:42.897';'2020-02-17 02:00:01.551'
9362103;3548;S;'2020-02-17 02:00:01.551';
9361023;3549;T;'2020-02-16 22:23:28.290';'2020-02-17 13:03:17.294'
9366639;3549;T;'2020-02-17 13:03:17.294';'2020-02-26 01:03:49.957'
9404856;3549;F;'2020-03-05 07:07:35.053';'2020-03-31 23:31:25.218'
9450654;3549;F;'2020-03-31 23:31:25.218';
9366642;3550;T;'2020-02-17 13:03:26.600';'2020-02-26 07:01:59.012'
9385016;3550;E;'2020-02-26 07:01:59.012';'2020-03-05 07:07:39.156'
9404858;3550;F;'2020-03-05 07:07:39.156';'2020-04-01 07:01:54.984'
9451144;3550;F;'2020-04-01 07:01:54.984';
9365038;3551;S;'2020-02-17 10:42:15.182';
9366888;3552;S;'2020-02-17 13:41:56.208';'2020-02-17 13:46:15.666'
9366911;3552;T;'2020-02-17 13:46:15.666';'2020-02-26 13:49:02.601'
9400791;3552;P;'2020-03-03 16:46:18.000';'2020-06-03 18:04:33.770'
9552260;3552;L;'2020-06-12 01:00:00.065';'2020-06-12 13:27:06.674'
9366945;3553;S;'2020-02-17 14:01:55.820';'2020-02-17 14:06:46.783'
9398361;3553;F;'2020-03-02 14:07:34.333';'2020-04-01 15:06:55.126'
9451657;3553;F;'2020-04-01 15:06:55.126';
9368295;3554;T;'2020-02-17 19:43:31.955';'2020-02-25 11:11:39.064'
9368296;3555;T;'2020-02-17 20:49:41.608';'2020-02-27 01:04:01.016'
9368166;3556;T;'2020-02-17 23:56:50.961';'2020-02-26 23:59:02.798'
9386993;3556;E;'2020-02-26 23:59:02.798';'2020-03-02 23:57:34.433'
9411327;3556;F;'2020-03-08 11:40:52.194';'2020-03-08 13:47:18.495'
9411505;3556;P;'2020-03-08 13:47:18.495';'2020-06-08 12:51:16.600'
9544584;3556;P;'2020-06-08 13:56:10.581';'2020-09-08 02:00:31.810'
9370900;3557;T;'2020-02-18 17:32:08.478';'2020-03-05 07:07:51.328'
9453661;3557;F;'2020-04-02 18:38:39.646';
9404850;3563;E;'2020-03-05 07:07:22.539';'2020-03-05 19:08:37.174'
9405944;3563;F;'2020-03-05 19:08:37.174';'2020-04-04 17:53:40.366'
9455788;3563;F;'2020-04-04 17:53:40.366';
9375893;3565;T;'2020-02-20 21:07:01.632';'2020-03-05 07:06:18.704'
9406668;3565;F;'2020-03-06 01:08:11.243';'2020-04-04 22:18:40.477'
9404841;3566;E;'2020-03-05 07:06:20.712';'2020-03-06 01:08:13.200'
9406669;3566;F;'2020-03-06 01:08:13.200';'2020-04-04 22:18:40.548'
9404847;3567;T;'2020-03-05 07:07:10.764';'2020-03-09 01:08:58.591'
9423290;3567;F;'2020-03-14 01:09:45.501';'2020-04-13 02:00:11.747'
9376131;3568;T;'2020-02-21 15:02:31.317';'2020-03-01 15:02:33.886'
9396443;3568;E;'2020-03-01 15:02:33.886';'2020-03-06 15:05:51.578'
9566667;3568;P;'2020-06-19 14:09:35.834';'2020-06-20 01:47:05.700'
9567860;3568;P;'2020-06-20 01:47:05.700';'2020-07-01 19:59:58.395'
9383091;3569;T;'2020-02-22 09:35:11.093';'2020-03-05 07:07:41.101'
9404859;3569;E;'2020-03-05 07:07:41.101';'2020-03-07 13:08:43.509'
9378134;3570;S;'2020-02-22 18:34:56.611';
9404865;3571;E;'2020-03-05 07:07:57.536';'2020-03-09 01:08:54.703'
9458868;3571;F;'2020-04-07 23:20:46.549';
9459506;3574;F;'2020-04-08 17:15:46.805';
9404870;3576;E;'2020-03-05 07:08:08.500';'2020-03-09 19:08:44.411'
9413831;3576;F;'2020-03-09 19:08:44.411';'2020-04-08 19:10:46.856'
9459595;3576;F;'2020-04-08 19:10:46.856';
9383332;3579;S;'2020-02-25 15:21:53.882';'2020-03-05 07:07:59.772'
9422067;3579;E;'2020-03-13 13:09:14.259';'2020-03-18 13:09:31.297'
9430956;3579;F;'2020-03-18 13:09:31.297';'2020-04-17 11:37:18.690'
9385587;3581;T;'2020-02-26 11:54:13.168';'2020-03-06 13:08:27.120'
9461391;3581;F;'2020-04-10 13:14:02.984';
9407608;3582;E;'2020-03-06 13:08:29.267';'2020-03-11 13:09:14.902'
9417554;3582;F;'2020-03-11 13:09:14.902';'2020-04-10 13:49:02.974'
9388505;3584;S;'2020-02-27 12:21:00.639';
9404868;3587;T;'2020-03-05 07:08:04.054';'2020-03-13 13:09:16.608'
9424895;3589;F;'2020-03-15 01:08:43.620';'2020-04-13 23:29:04.323'
9404842;3590;T;'2020-03-02 00:07:57.811';'2020-03-11 01:07:20.882'
9416634;3590;E;'2020-03-11 01:07:20.882';'2020-03-16 01:08:06.663'
9465260;3590;F;'2020-04-15 01:24:04.665';
9398047;3591;T;'2020-03-02 11:16:22.834';'2020-03-11 11:20:53.515'
9427079;3591;F;'2020-03-16 11:21:22.322';'2020-03-16 12:18:00.141'
9404861;3592;T;'2020-03-03 12:59:59.637';'2020-03-12 13:10:53.872'
9429170;3592;F;'2020-03-17 13:10:40.053';'2020-04-16 14:12:18.392'
9430120;3593;F;'2020-03-18 00:57:21.434';'2020-04-16 22:52:18.494'
9467104;3593;F;'2020-04-16 22:52:18.494';
9404871;3596;T;'2020-03-04 18:41:07.144';'2020-03-13 19:09:16.787'
9431452;3596;F;'2020-03-18 19:09:32.359';'2020-04-17 19:47:18.809'
9404139;3597;S;'2020-03-05 00:17:55.206';
9405533;3598;S;'2020-03-05 16:13:52.892';
9405629;3599;S;'2020-03-05 17:12:54.245';
9406670;3601;T;'2020-03-06 00:14:24.385';'2020-03-15 01:09:30.034'
9424902;3601;E;'2020-03-15 01:09:30.034';'2020-03-20 07:17:50.228'
9469217;3601;F;'2020-04-19 01:17:19.335';
9454130;3603;F;'2020-04-03 02:14:15.510';'2020-05-03 02:16:12.975'
9484024;3603;F;'2020-05-03 02:16:12.975';
9437623;3604;F;'2020-03-22 19:17:49.185';'2020-04-21 16:21:20.386'
9409566;3606;S;'2020-03-07 11:43:19.563';
9428747;3607;E;'2020-03-17 06:57:53.935';'2020-03-22 13:17:58.868'
9411886;3608;T;'2020-03-08 13:25:04.872';'2020-03-17 18:58:31.720'
9429592;3608;E;'2020-03-17 18:58:31.720';'2020-03-22 19:17:47.117'
9437622;3608;F;'2020-03-22 19:17:47.117';'2020-04-21 14:31:20.375'
9471551;3608;F;'2020-04-21 14:31:20.375';
9411888;3609;T;'2020-03-08 16:16:51.187';'2020-03-17 18:58:36.094'
9437624;3609;F;'2020-03-22 19:17:51.239';'2020-04-21 17:26:20.423'
9412395;3610;T;'2020-03-08 22:55:11.928';'2020-03-18 00:58:23.767'
9430123;3610;E;'2020-03-18 00:58:23.767';'2020-03-23 01:18:10.963'
9437983;3610;F;'2020-03-23 01:18:10.963';'2020-04-22 00:01:20.531'
9471901;3610;F;'2020-04-22 00:01:20.531';
9472031;3611;F;'2020-04-22 02:31:20.554';
9414227;3612;T;'2020-03-09 23:13:14.199';'2020-03-18 23:16:21.459'
9414786;3613;S;'2020-03-10 07:16:53.630';
9416720;3614;S;'2020-03-11 01:55:47.644';
9435488;3615;E;'2020-03-21 01:17:54.969';'2020-03-29 08:01:43.900'
9474671;3615;F;'2020-04-24 20:47:05.341';
9419462;3616;S;'2020-03-12 08:25:29.731';'2020-04-25 20:14:19.108'
9475498;3616;T;'2020-04-25 20:14:19.108';'2020-05-03 19:27:32.561'
9490931;3616;F;'2020-05-08 15:23:23.391';'2020-06-07 15:23:22.282'
9447150;3617;F;'2020-03-29 08:02:19.181';'2020-04-25 22:12:05.745'
9421460;3618;S;'2020-03-13 05:23:13.697';
9421784;3619;S;'2020-03-13 09:36:11.186';
9422071;3620;T;'2020-03-13 11:11:40.029';'2020-03-22 13:18:13.208'
9437340;3620;E;'2020-03-22 13:18:13.208';'2020-03-29 08:02:24.860'
9476019;3620;F;'2020-04-26 12:27:06.056';
9422369;3621;S;'2020-03-13 16:41:37.057';
9422853;3622;S;'2020-03-13 21:37:49.866';
9424904;3623;T;'2020-03-14 19:27:42.073';'2020-03-24 06:57:00.416'
9447156;3623;F;'2020-03-29 08:02:31.032';'2020-04-27 20:36:24.868'
9427796;3625;S;'2020-03-16 18:56:10.670';
9430136;3627;T;'2020-03-17 23:36:44.979';'2020-03-29 08:02:22.981'
9435487;3630;T;'2020-03-20 14:36:33.418';'2020-03-29 20:02:48.018'
9447620;3630;E;'2020-03-29 20:02:48.018';'2020-04-03 20:01:53.899'
9484500;3630;F;'2020-05-03 15:41:13.205';
9436870;3631;S;'2020-03-22 03:45:21.714';'2020-03-22 03:53:19.362'
9436880;3631;T;'2020-03-22 03:53:19.362';'2020-03-31 04:54:01.069'
9456287;3631;F;'2020-04-05 04:53:40.672';'2020-05-05 04:54:17.378'
9486175;3631;F;'2020-05-05 04:54:17.378';
9437745;3633;S;'2020-03-22 22:38:38.860';
9439680;3634;T;'2020-03-23 18:24:55.322';'2020-04-01 20:00:20.283'
9452092;3634;E;'2020-04-01 20:00:20.283';'2020-04-06 20:02:37.430'
9488257;3634;F;'2020-05-06 19:44:18.014';
9440105;3636;T;'2020-03-24 10:22:32.651';'2020-04-02 14:02:03.837'
9453221;3636;E;'2020-04-02 14:02:03.837';'2020-04-07 20:28:00.360'
9458736;3636;F;'2020-04-07 20:28:00.360';'2020-05-07 11:28:22.933'
9447148;3637;T;'2020-03-29 08:02:11.145';'2020-04-02 20:02:19.722'
9453780;3637;E;'2020-04-02 20:02:19.722';'2020-04-07 20:28:34.509'
9489473;3637;F;'2020-05-07 15:18:22.951';
9440588;3638;S;'2020-03-24 22:54:06.985';
9454901;3640;E;'2020-04-03 20:02:07.238';'2020-04-09 07:28:55.131'
9460114;3640;F;'2020-04-09 07:28:55.131';'2020-05-08 19:35:46.528'
9491205;3640;F;'2020-05-08 19:35:46.528';
9442435;3641;S;'2020-03-25 23:08:57.205';'2020-03-29 08:02:17.252'
9492509;3642;F;'2020-05-09 22:10:33.108';
9468129;3645;F;'2020-04-17 19:39:51.358';'2020-04-29 07:14:24.446'
9503472;3645;F;'2020-05-17 15:50:16.528';
9457812;3646;T;'2020-04-06 18:48:13.189';'2020-04-16 13:39:45.175'
9470764;3646;F;'2020-04-20 19:43:26.580';'2020-05-20 18:56:28.524'
9509186;3646;F;'2020-05-20 18:56:28.524';
9466777;3647;T;'2020-04-15 12:17:11.555';'2020-04-25 20:14:16.723'
9475496;3647;E;'2020-04-25 20:14:16.723';'2020-04-29 12:23:56.530'
9593661;3647;E;'2020-07-01 15:19:42.424';'2020-08-01 15:19:02.398'
9466779;3648;T;'2020-04-15 22:48:17.060';'2020-04-25 20:14:23.634'
9475500;3648;E;'2020-04-25 20:14:23.634';'2020-04-29 23:03:56.742'
9479671;3648;F;'2020-04-29 23:03:56.742';'2020-05-29 23:07:43.368'
9526521;3648;F;'2020-05-29 23:07:43.368';'2020-07-01 15:19:44.369'
9593722;3648;E;'2020-07-01 15:19:44.369';'2020-08-01 15:19:01.203'
9676890;3648;F;'2020-08-01 15:19:01.203';'2020-08-27 06:00:00.527'
9466140;3649;S;'2020-04-15 23:07:05.807';'2020-04-15 23:15:33.413'
9466145;3649;T;'2020-04-15 23:15:33.413';'2020-04-24 23:17:05.432'
9479680;3649;F;'2020-04-29 23:18:56.741';'2020-05-29 23:17:43.364'
9593713;3649;E;'2020-07-01 15:19:44.099';'2020-08-01 15:19:01.148'
9676887;3649;F;'2020-08-01 15:19:01.148';'2020-08-06 05:44:32.512'
9687701;3649;F;'2020-08-06 05:44:32.512';
9467931;3650;S;'2020-04-17 15:08:45.462';'2020-04-17 15:21:17.868'
9467937;3650;T;'2020-04-17 15:21:17.868';'2020-04-26 15:22:06.195'
9496081;3650;E;'2020-05-12 17:26:36.819';'2020-05-12 17:44:55.201'
9570146;3825;S;'2020-06-21 12:22:01.835';'2020-06-21 15:19:37.776'
9479248;3651;E;'2020-04-29 13:53:56.530';'2020-05-04 13:54:17.090'
9485435;3651;F;'2020-05-04 13:54:17.090';'2020-05-05 09:41:25.315'
9492260;3651;P;'2020-05-09 17:31:03.596';'2020-07-20 07:23:52.825'
9482234;3652;E;'2020-05-01 17:16:12.450';'2020-05-06 17:19:18.069'
9473938;3653;T;'2020-04-23 17:14:58.655';'2020-05-02 17:31:12.865'
9489595;3653;F;'2020-05-07 17:33:23.053';'2020-06-06 17:33:21.916'
9541591;3653;F;'2020-06-06 17:33:21.916';'2020-07-01 15:19:42.585'
9593666;3653;E;'2020-07-01 15:19:42.585';'2020-08-01 15:19:02.316'
9676935;3653;F;'2020-08-01 15:19:02.316';'2020-08-27 06:00:00.527'
9473939;3654;T;'2020-04-23 18:36:08.884';'2020-05-02 19:01:12.877'
9489698;3654;F;'2020-05-07 18:58:23.089';'2020-06-06 18:58:21.960'
9484704;3655;E;'2020-05-03 20:31:13.310';'2020-05-08 23:46:16.307'
9491446;3655;F;'2020-05-08 23:46:16.307';'2020-06-01 07:16:29.575'
9530741;3655;F;'2020-06-01 07:16:29.575';'2020-06-08 02:00:04.004'
9543761;3655;F;'2020-06-08 02:00:04.004';'2020-07-01 15:19:43.873'
9676901;3655;F;'2020-08-01 15:19:01.486';'2020-08-27 06:00:00.527'
9725386;3655;F;'2020-08-27 06:00:00.527';
9487017;3656;E;'2020-05-05 22:09:17.690';'2020-05-10 20:46:39.394'
9477333;3657;T;'2020-04-26 22:36:14.575';'2020-04-29 07:15:00.956'
9547782;3657;F;'2020-06-09 22:53:52.194';'2020-07-01 15:19:44.306'
9725387;3657;F;'2020-08-27 06:00:00.527';
9594659;3658;E;'2020-07-01 15:44:46.971';'2020-08-01 15:19:02.426'
9479137;3659;S;'2020-04-29 11:53:55.430';'2020-04-29 18:19:01.442'
9491042;3659;E;'2020-05-08 17:25:46.474';'2020-05-13 17:27:15.367'
9497625;3659;F;'2020-05-13 17:27:15.367';'2020-06-12 17:27:33.898'
9497340;3660;F;'2020-05-13 12:52:15.268';'2020-06-12 12:51:50.101'
9553115;3660;F;'2020-06-12 12:51:50.101';'2020-07-01 15:19:42.456'
9676888;3660;F;'2020-08-01 15:19:01.156';'2020-08-27 06:00:00.527'
9725388;3660;F;'2020-08-27 06:00:00.527';
9481655;3661;T;'2020-05-01 00:18:14.794';'2020-05-10 00:20:33.130'
9492607;3661;E;'2020-05-10 00:20:33.130';'2020-05-11 12:49:45.678'
9494244;3661;B;'2020-05-11 12:49:45.678';
9483305;3662;T;'2020-05-02 12:27:06.447';'2020-05-11 12:30:33.747'
9494223;3662;E;'2020-05-11 12:30:33.747';'2020-07-03 20:39:23.047'
9483977;3663;T;'2020-05-02 19:44:09.137';'2020-05-11 19:50:33.946'
9558612;3663;F;'2020-06-15 19:53:29.685';'2020-07-01 15:19:43.294'
9725390;3663;F;'2020-08-27 06:00:00.527';
9484513;3664;T;'2020-05-03 15:43:13.615';'2020-05-12 15:50:34.253'
9503471;3664;F;'2020-05-17 15:50:16.489';'2020-06-16 15:48:30.092'
9593677;3664;E;'2020-07-01 15:19:42.938';'2020-08-01 15:19:02.067'
9676925;3664;F;'2020-08-01 15:19:02.067';'2020-08-27 06:00:00.527'
9484962;3665;T;'2020-05-03 19:50:34.814';'2020-05-12 19:57:15.028'
9496279;3665;E;'2020-05-12 19:57:15.028';'2020-05-17 20:00:16.529'
9725392;3665;F;'2020-08-27 06:00:00.527';
9485330;3666;S;'2020-05-04 12:12:25.007';
9485461;3667;S;'2020-05-04 14:37:07.833';
9485976;3668;T;'2020-05-04 14:49:12.093';'2020-05-13 14:52:15.333'
9562447;3668;F;'2020-06-17 14:53:59.336';'2020-07-01 15:19:42.488'
9486040;3669;T;'2020-05-04 22:07:47.304';'2020-05-13 22:22:15.481'
9498079;3669;E;'2020-05-13 22:22:15.481';'2020-05-18 22:23:36.067'
9530740;3669;F;'2020-06-01 07:16:29.384';'2020-06-17 22:18:59.599'
9563238;3669;F;'2020-06-17 22:18:59.599';'2020-07-01 15:19:42.817'
9593673;3669;E;'2020-07-01 15:19:42.817';'2020-08-01 15:19:02.091'
9676926;3669;F;'2020-08-01 15:19:02.091';'2020-08-27 06:00:00.527'
9572646;3670;S;'2020-06-22 19:46:48.336';'2020-06-23 20:26:55.235'
9575154;3670;T;'2020-06-23 20:26:55.235';'2020-07-02 20:28:04.211'
9743158;3670;P;'2020-09-08 10:40:18.908';'2020-09-24 16:45:25.258'
9486113;3671;T;'2020-05-05 03:05:30.693';'2020-05-14 03:07:15.615'
9498516;3671;E;'2020-05-14 03:07:15.615';'2020-05-19 03:08:36.210'
9506187;3671;F;'2020-05-19 03:08:36.210';'2020-06-18 03:08:59.798'
9563732;3671;F;'2020-06-18 03:08:59.798';'2020-07-01 15:19:42.990'
9593678;3671;E;'2020-07-01 15:19:42.990';'2020-07-07 11:19:24.519'
9606122;3671;B;'2020-07-07 11:19:24.519';
9486625;3672;S;'2020-05-05 15:01:07.191';
9507388;3673;F;'2020-05-19 20:48:36.479';'2020-06-18 20:49:16.804'
9565256;3673;F;'2020-06-18 20:49:16.804';'2020-07-01 15:19:43.024'
9676885;3673;F;'2020-08-01 15:19:01.100';'2020-08-06 05:44:32.538'
9542493;3674;T;'2020-06-07 07:46:07.543';'2020-06-16 01:53:29.781'
9502195;3675;E;'2020-05-16 13:35:16.007';'2020-05-21 13:39:05.023'
9593697;3675;E;'2020-07-01 15:19:43.655';'2020-08-01 15:19:01.532'
9676903;3675;F;'2020-08-01 15:19:01.532';'2020-08-27 06:00:00.527'
9489614;3676;T;'2020-05-07 17:24:19.693';'2020-05-16 17:30:16.102'
