user_key,Activity,created_utc
267412,Create Booking,'2019-07-12 12:54:47.137'
267619,Create Booking,'2018-09-03 22:05:24.364'
267619,Create Booking,'2018-10-03 12:45:50.128'
267671,Create Booking,'2018-06-22 13:24:26.130'
267671,Create Booking,'2018-06-22 13:24:26.135'
267684,Create Booking,'2017-12-28 00:13:42.487'
267890,Create Booking,'2018-09-23 13:54:21.947'
268173,Create Booking,'2020-10-15 17:00:00.872'
268250,Create Booking,'2017-12-29 14:43:49.460'
268250,Create Booking,'2017-12-29 14:43:49.465'
268276,Create Booking,'2018-01-29 22:19:47.066'
268276,Create Booking,'2019-04-07 13:38:42.607'
268393,Create Booking,'2017-12-28 20:54:28.202'
268393,Create Booking,'2018-04-13 23:30:22.862'
268418,Create Booking,'2018-11-09 10:34:56.676'
268418,Create Booking,'2019-02-19 21:30:43.530'
268560,Create Booking,'2017-12-29 01:27:18.566'
268893,Create Booking,'2019-05-17 09:13:56.576'
268893,Create Booking,'2020-07-06 22:17:47.836'
269010,Create Booking,'2018-07-18 13:06:23.726'
269267,Create Booking,'2019-02-03 19:19:42.129'
269267,Create Booking,'2019-02-11 10:45:49.488'
269660,Create Booking,'2020-02-26 10:30:44.705'
269911,Create Booking,'2018-01-03 22:41:15.106'
269983,Create Booking,'2019-05-14 21:36:07.093'
270031,Create Booking,'2019-01-27 02:27:55.528'
270114,Create Booking,'2018-06-04 19:06:13.535'
270114,Create Booking,'2018-08-12 01:23:39.501'
270114,Create Booking,'2018-11-16 20:38:25.634'
270114,Create Booking,'2019-05-16 17:56:00.906'
270126,Create Booking,'2019-04-19 22:45:32.884'
270220,Create Booking,'2018-04-08 22:37:11.087'
270280,Create Booking,'2018-03-01 21:02:46.838'
270280,Create Booking,'2018-03-03 09:35:00.250'
270280,Create Booking,'2018-03-07 15:19:05.532'
270280,Create Booking,'2018-03-19 14:17:29.787'
270280,Create Booking,'2018-06-07 15:45:49.917'
270280,Create Booking,'2018-09-29 19:49:41.864'
270280,Create Booking,'2018-09-29 19:50:39.894'
270580,Create Booking,'2020-09-25 17:40:01.668'
270604,Create Booking,'2020-07-02 15:55:17.975'
270604,Create Booking,'2020-08-29 16:25:00.511'
270628,Create Booking,'2019-09-03 21:39:31.922'
270628,Create Booking,'2019-09-03 21:39:31.935'
270721,Create Booking,'2018-01-03 02:55:43.298'
270721,Create Booking,'2018-05-21 23:33:49.315'
270996,Create Booking,'2018-08-18 15:10:19.580'
270996,Create Booking,'2018-12-25 14:29:48.361'
270996,Create Booking,'2020-01-01 20:36:06.436'
271042,Create Booking,'2019-05-09 23:24:01.164'
271197,Create Booking,'2019-02-21 00:15:51.400'
271233,Create Booking,'2018-01-22 21:09:18.746'
271329,Create Booking,'2019-10-10 21:38:19.541'
271329,Create Booking,'2020-02-11 13:45:42.654'
271425,Create Booking,'2018-04-28 09:48:51.602'
271425,Create Booking,'2018-09-05 10:28:31.282'
271437,Create Booking,'2019-05-18 00:19:38.702'
271496,Create Booking,'2019-05-23 23:24:06.197'
271723,Create Booking,'2018-01-14 08:38:19.496'
271913,Create Booking,'2019-01-04 11:08:43.820'
271925,Create Booking,'2018-01-04 20:18:35.684'
272068,Create Booking,'2018-02-11 11:29:11.578'
272103,Create Booking,'2019-06-10 13:03:49.549'
272115,Create Booking,'2018-01-04 20:48:38.821'
272127,Create Booking,'2018-09-09 18:28:05.048'
272127,Create Booking,'2019-05-08 09:58:59.217'
272151,Create Booking,'2020-09-26 16:05:00.903'
272470,Create Booking,'2018-06-30 20:36:49.339'
272470,Create Booking,'2019-09-06 17:14:12.947'
272733,Create Booking,'2018-01-05 15:50:23.909'
272828,Create Booking,'2018-02-16 23:22:46.107'
272828,Create Booking,'2018-02-22 23:17:13.187'
272828,Create Booking,'2018-03-11 22:14:21.391'
272828,Create Booking,'2018-03-20 23:20:14.845'
272828,Create Booking,'2018-05-22 21:13:33.843'
272828,Create Booking,'2018-05-24 13:31:38.705'
272828,Create Booking,'2018-06-05 11:37:17.366'
272828,Create Booking,'2018-07-02 11:38:17.397'
272828,Create Booking,'2018-07-13 16:34:23.207'
272984,Create Booking,'2018-01-05 18:54:10.308'
272984,Create Booking,'2018-02-22 10:42:35.584'
272984,Create Booking,'2018-03-09 23:28:04.702'
272984,Create Booking,'2018-05-06 15:58:01.636'
272984,Create Booking,'2018-05-08 14:49:22.611'
272984,Create Booking,'2018-05-19 01:28:10.660'
272984,Create Booking,'2018-06-12 18:44:19.874'
272984,Create Booking,'2018-07-17 19:24:20.972'
273148,Create Booking,'2018-01-05 21:34:26.331'
273148,Create Booking,'2018-01-20 00:47:07.899'
273148,Create Booking,'2018-02-05 23:58:27.119'
273148,Create Booking,'2018-02-15 13:17:23.602'
273148,Create Booking,'2018-02-24 15:58:19.875'
273148,Create Booking,'2018-04-19 23:50:54.238'
273148,Create Booking,'2018-05-02 09:14:20.534'
273148,Create Booking,'2018-05-13 23:59:42.696'
273148,Create Booking,'2018-06-08 01:01:08.108'
273148,Create Booking,'2018-07-21 20:21:12.916'
273373,Create Booking,'2019-08-31 11:14:48.450'
273373,Create Booking,'2019-10-01 23:57:56.608'
273373,Create Booking,'2019-12-04 09:01:54.344'
273373,Create Booking,'2020-09-03 20:10:43.234'
273433,Create Booking,'2018-06-14 14:12:22.721'
273481,Create Booking,'2018-11-19 18:43:27.883'
273505,Create Booking,'2018-01-06 13:18:13.680'
273505,Create Booking,'2018-01-28 14:13:29.023'
273529,Create Booking,'2018-01-18 00:43:47.573'
273529,Create Booking,'2018-02-14 00:01:05.209'
273529,Create Booking,'2018-02-16 21:10:36.948'
273529,Create Booking,'2018-02-20 22:22:21.495'
273601,Create Booking,'2018-05-07 14:58:59.577'
273648,Create Booking,'2020-01-24 11:11:48.813'
273672,Create Booking,'2018-05-11 00:03:52.416'
273672,Create Booking,'2019-04-20 00:26:18.613'
273696,Create Booking,'2018-04-22 13:17:48.406'
273696,Create Booking,'2018-06-09 22:26:50.317'
273696,Create Booking,'2018-12-21 13:53:42.992'
273696,Create Booking,'2019-08-13 12:15:13.038'
273696,Create Booking,'2019-08-15 11:14:30.645'
273696,Create Booking,'2020-02-02 15:29:32.046'
273696,Create Booking,'2020-06-29 11:46:37.236'
273816,Create Booking,'2019-01-08 11:07:41.357'
273816,Create Booking,'2019-02-27 17:03:14.779'
273816,Create Booking,'2019-03-25 10:22:58.444'
273816,Create Booking,'2019-03-28 17:46:50.725'
273816,Create Booking,'2019-04-10 10:37:33.721'
273816,Create Booking,'2019-04-29 21:27:45.589'
273816,Create Booking,'2019-05-13 18:24:33.419'
273816,Create Booking,'2019-05-20 21:21:48.456'
273816,Create Booking,'2019-05-27 16:56:03.548'
273816,Create Booking,'2019-09-08 20:58:29.728'
273816,Create Booking,'2019-10-01 00:09:31.272'
273816,Create Booking,'2019-12-09 11:31:06.497'
273816,Create Booking,'2020-07-03 14:01:46.315'
273816,Create Booking,'2020-09-21 12:30:00.740'
273852,Create Booking,'2018-01-26 09:01:45.618'
273852,Create Booking,'2018-02-22 22:13:40.758'
273852,Create Booking,'2018-03-29 21:11:03.680'
273852,Create Booking,'2018-04-15 20:41:25.829'
273852,Create Booking,'2018-04-24 09:17:57.865'
273852,Create Booking,'2018-10-27 22:40:29.717'
273994,Create Booking,'2018-01-28 21:27:34.670'
273994,Create Booking,'2018-01-30 22:34:23.126'
273994,Create Booking,'2018-03-16 20:09:40.109'
273994,Create Booking,'2018-03-29 22:43:36.612'
273994,Create Booking,'2018-04-25 22:40:31.042'
273994,Create Booking,'2018-05-29 18:40:05.649'
273994,Create Booking,'2018-06-23 22:36:48.504'
273994,Create Booking,'2018-07-01 21:55:57.382'
273994,Create Booking,'2018-07-26 20:41:13.887'
273994,Create Booking,'2018-08-02 19:32:00.469'
273994,Create Booking,'2018-10-01 18:50:27.150'
273994,Create Booking,'2018-11-26 18:57:21.268'
273994,Create Booking,'2018-11-26 18:57:54.709'
274017,Create Booking,'2020-09-10 19:30:01.265'
274017,Create Booking,'2020-10-21 22:49:28.090'
274113,Create Booking,'2018-10-28 11:41:14.861'
274113,Create Booking,'2018-11-18 20:57:03.738'
274113,Create Booking,'2019-03-14 20:24:26.434'
274113,Create Booking,'2019-03-22 20:57:32.580'
274113,Create Booking,'2019-04-16 20:50:41.209'
274113,Create Booking,'2019-08-21 11:39:08.959'
274113,Create Booking,'2020-01-04 10:58:27.728'
274113,Create Booking,'2020-07-15 12:37:37.286'
274113,Create Booking,'2020-10-03 10:40:02.088'
274315,Create Booking,'2018-01-20 13:29:39.687'
274315,Create Booking,'2018-01-22 13:16:43.716'
274315,Create Booking,'2018-01-26 10:37:48.510'
274315,Create Booking,'2018-02-19 21:28:46.477'
274315,Create Booking,'2018-02-20 23:55:50.961'
274315,Create Booking,'2018-03-22 22:58:46.572'
274315,Create Booking,'2018-06-20 15:38:13.380'
274315,Create Booking,'2018-07-01 16:01:00.614'
274339,Create Booking,'2019-05-13 15:07:03.981'
274339,Create Booking,'2019-09-24 12:12:51.764'
274339,Create Booking,'2019-10-31 14:15:05.519'
274339,Create Booking,'2019-11-23 20:51:15.843'
274470,Create Booking,'2020-09-11 17:45:02.014'
274686,Create Booking,'2018-11-02 19:39:44.609'
274770,Create Booking,'2018-04-12 17:47:21.779'
274770,Create Booking,'2018-05-21 17:51:40.394'
274866,Create Booking,'2018-06-18 15:36:44.720'
274913,Create Booking,'2020-06-22 21:50:27.701'
275325,Create Booking,'2018-10-15 18:32:10.368'
275325,Create Booking,'2019-09-21 14:38:19.422'
275653,Create Booking,'2020-08-08 16:02:39.007'
275891,Create Booking,'2018-10-02 02:00:45.824'
276082,Create Booking,'2018-01-10 23:54:54.137'
276435,Create Booking,'2018-01-26 17:30:34.786'
276435,Create Booking,'2019-05-13 14:27:13.856'
276435,Create Booking,'2019-07-18 15:23:28.297'
276435,Create Booking,'2020-07-31 18:42:40.933'
276471,Create Booking,'2018-08-11 22:56:32.629'
276471,Create Booking,'2020-05-29 22:02:11.855'
276483,Create Booking,'2018-12-27 22:02:53.522'
276722,Create Booking,'2020-08-03 22:03:43.113'
276899,Create Booking,'2018-02-21 16:25:27.264'
276899,Create Booking,'2020-07-13 22:23:20.670'
276983,Create Booking,'2018-01-12 12:57:06.827'
277199,Create Booking,'2019-01-14 08:41:24.170'
277199,Create Booking,'2019-11-11 20:54:28.409'
277199,Create Booking,'2019-12-28 16:46:15.973'
277789,Create Booking,'2018-01-14 22:16:05.823'
277813,Create Booking,'2018-04-09 16:18:55.421'
277825,Create Booking,'2019-03-25 22:08:19.876'
277895,Create Booking,'2018-12-11 13:07:24.860'
277895,Create Booking,'2019-05-30 14:10:53.475'
277907,Create Booking,'2018-05-28 20:17:37.617'
277907,Create Booking,'2019-11-11 16:22:42.652'
277952,Create Booking,'2018-06-18 15:26:45.597'
277952,Create Booking,'2018-11-20 18:09:06.504'
278435,Create Booking,'2019-10-14 10:08:24.997'
278435,Create Booking,'2019-12-16 13:37:56.804'
278435,Create Booking,'2019-12-16 13:37:56.833'
278471,Create Booking,'2019-04-12 14:09:45.049'
278591,Create Booking,'2018-01-15 19:55:30.508'
278615,Create Booking,'2018-03-09 14:40:13.432'
278795,Create Booking,'2018-08-01 18:31:05.407'
278795,Create Booking,'2018-09-12 17:19:06.237'
278795,Create Booking,'2018-10-11 20:58:30.025'
278795,Create Booking,'2019-05-14 16:41:59.926'
278795,Create Booking,'2019-06-16 23:00:45.759'
278795,Create Booking,'2019-06-16 23:01:09.120'
279269,Create Booking,'2018-01-16 20:11:42.602'
279340,Create Booking,'2019-01-13 20:54:11.586'
279472,Create Booking,'2018-02-17 13:25:21.926'
279484,Create Booking,'2018-09-28 17:57:16.199'
279484,Create Booking,'2020-09-11 14:51:02.125'
279484,Create Booking,'2020-10-02 20:30:02.527'
279555,Create Booking,'2017-12-22 16:12:15.832'
279602,Create Booking,'2020-09-19 14:00:02.073'
279802,Create Booking,'2019-05-22 21:19:58.226'
279802,Create Booking,'2019-08-05 14:54:06.865'
279862,Create Booking,'2018-07-26 01:18:27.267'
280137,Create Booking,'2018-06-21 20:15:48.900'
280137,Create Booking,'2018-10-28 15:09:49.666'
280137,Create Booking,'2018-11-28 21:27:03.775'
280137,Create Booking,'2020-02-25 01:21:55.823'
280137,Create Booking,'2020-03-12 20:03:05.843'
280149,Create Booking,'2019-11-18 16:58:31.108'
280149,Create Booking,'2019-12-02 19:34:47.214'
280161,Create Booking,'2019-03-05 22:46:37.024'
280161,Create Booking,'2020-03-04 15:12:41.515'
280823,Create Booking,'2020-07-10 18:01:16.473'
281262,Create Booking,'2018-02-23 00:48:47.142'
281596,Create Booking,'2018-03-13 00:41:52.357'
281596,Create Booking,'2019-12-17 14:00:08.046'
281620,Create Booking,'2019-05-20 15:54:01.928'
281620,Create Booking,'2019-11-02 19:24:46.215'
281620,Create Booking,'2020-02-24 23:32:28.103'
281691,Create Booking,'2018-01-20 22:41:48.201'
281691,Create Booking,'2018-02-05 18:20:07.398'
281799,Create Booking,'2018-03-18 23:06:10.593'
281799,Create Booking,'2019-01-19 23:01:10.268'
281799,Create Booking,'2019-03-23 11:11:17.488'
281857,Create Booking,'2019-02-27 23:23:00.799'
281976,Create Booking,'2018-01-26 18:35:23.998'
281987,Create Booking,'2019-09-16 14:35:24.217'
281998,Create Booking,'2019-08-19 09:37:07.563'
282130,Create Booking,'2018-01-20 22:24:13.253'
282130,Create Booking,'2019-02-12 17:10:30.577'
282274,Create Booking,'2018-02-22 12:54:19.727'
282274,Create Booking,'2018-06-14 22:18:02.281'
282274,Create Booking,'2018-10-22 15:39:54.277'
282274,Create Booking,'2018-11-26 11:58:29.723'
282274,Create Booking,'2019-09-06 08:56:17.707'
282298,Create Booking,'2019-04-14 12:11:31.395'
282346,Create Booking,'2019-04-06 15:38:31.822'
282346,Create Booking,'2019-04-26 11:00:47.294'
282346,Create Booking,'2019-05-29 20:30:01.545'
282346,Create Booking,'2019-07-16 16:43:51.203'
282394,Create Booking,'2018-01-21 17:17:16.712'
282418,Create Booking,'2019-08-08 23:35:27.159'
282502,Create Booking,'2018-10-09 14:04:27.147'
282598,Create Booking,'2018-12-29 01:16:04.386'
282598,Create Booking,'2020-08-13 19:38:06.691'
282693,Create Booking,'2018-03-14 13:24:29.952'
282693,Create Booking,'2018-03-28 16:30:33.417'
282693,Create Booking,'2018-04-07 23:56:39.130'
282693,Create Booking,'2018-04-30 18:07:06.419'
282693,Create Booking,'2018-06-06 01:17:13.057'
282764,Create Booking,'2019-09-17 07:50:56.166'
282764,Create Booking,'2020-02-18 09:09:30.754'
283013,Create Booking,'2018-11-16 15:36:28.350'
283013,Create Booking,'2020-02-05 19:08:11.316'
283217,Create Booking,'2018-01-23 10:56:02.497'
283217,Create Booking,'2018-03-20 20:35:20.969'
283515,Create Booking,'2018-02-22 19:16:57.752'
283515,Create Booking,'2018-04-26 16:46:53.556'
283943,Create Booking,'2019-08-15 15:13:14.803'
283967,Create Booking,'2020-08-26 16:12:34.001'
284026,Create Booking,'2020-01-21 16:59:04.305'
284330,Create Booking,'2018-08-02 08:26:43.635'
284330,Create Booking,'2019-01-24 09:54:40.349'
284604,Create Booking,'2018-12-06 21:03:04.929'
284604,Create Booking,'2018-12-18 00:06:43.418'
284659,Create Booking,'2018-04-25 21:50:19.665'
284835,Create Booking,'2019-04-23 13:14:29.128'
284835,Create Booking,'2020-02-09 00:05:04.203'
284900,Create Booking,'2019-02-01 22:40:54.730'
284922,Create Booking,'2018-04-14 23:51:45.901'
284922,Create Booking,'2019-01-21 18:30:13.671'
284922,Create Booking,'2019-10-30 20:03:08.770'
284922,Create Booking,'2020-10-12 13:40:03.779'
285054,Create Booking,'2018-01-26 10:07:57.539'
285108,Create Booking,'2018-08-24 16:40:32.186'
285108,Create Booking,'2020-01-08 09:50:23.822'
285108,Create Booking,'2020-10-21 00:35:43.000'
285162,Create Booking,'2019-06-15 18:28:36.206'
285162,Create Booking,'2019-08-17 16:02:27.413'
285260,Create Booking,'2018-01-26 14:31:20.744'
285260,Create Booking,'2018-06-12 13:11:20.351'
285260,Create Booking,'2020-01-23 13:47:32.928'
285433,Create Booking,'2018-04-03 18:01:59.391'
285433,Create Booking,'2018-10-11 11:29:08.740'
285466,Create Booking,'2018-02-23 09:15:14.644'
285466,Create Booking,'2018-04-05 22:33:15.761'
285597,Create Booking,'2019-09-16 20:04:23.799'
285597,Create Booking,'2019-09-23 20:48:32.758'
285597,Create Booking,'2019-10-28 22:44:46.791'
285608,Create Booking,'2018-07-05 20:30:13.575'
285663,Create Booking,'2018-12-07 18:10:32.748'
285795,Create Booking,'2018-02-24 14:38:59.731'
285905,Create Booking,'2018-02-05 15:06:37.221'
285905,Create Booking,'2018-02-10 07:54:19.997'
285905,Create Booking,'2018-03-04 21:04:25.088'
286466,Create Booking,'2018-04-07 14:16:21.477'
286466,Create Booking,'2018-11-25 12:53:59.179'
286466,Create Booking,'2018-12-01 22:36:09.602'
286466,Create Booking,'2019-05-02 22:46:16.130'
286466,Create Booking,'2019-05-13 21:40:18.556'
286466,Create Booking,'2019-06-01 14:20:12.700'
286466,Create Booking,'2019-07-04 11:57:23.322'
286576,Create Booking,'2018-11-14 13:04:35.720'
286576,Create Booking,'2019-02-14 13:11:02.248'
286576,Create Booking,'2019-05-16 20:22:08.164'
286576,Create Booking,'2019-07-23 17:55:34.216'
286576,Create Booking,'2019-09-01 13:13:34.453'
286640,Create Booking,'2018-02-14 09:47:03.763'
286738,Create Booking,'2018-02-16 14:04:37.983'
286738,Create Booking,'2019-07-17 11:03:36.564'
286738,Create Booking,'2019-07-17 11:03:36.577'
286771,Create Booking,'2018-02-08 10:55:20.611'
286933,Create Booking,'2018-05-22 13:06:00.916'
287226,Create Booking,'2018-08-17 02:25:01.978'
287226,Create Booking,'2019-05-03 15:06:35.957'
287226,Create Booking,'2020-06-21 01:36:01.140'
287226,Create Booking,'2020-09-11 14:18:14.192'
287391,Create Booking,'2019-08-27 15:42:18.926'
287391,Create Booking,'2020-02-11 16:47:07.200'
287578,Create Booking,'2018-12-04 18:48:10.021'
287688,Create Booking,'2018-05-20 22:11:23.932'
287721,Create Booking,'2018-09-11 15:54:04.663'
287820,Create Booking,'2019-02-20 18:01:48.089'
287842,Create Booking,'2019-11-07 18:53:05.284'
287974,Create Booking,'2018-12-04 19:50:09.599'
288061,Create Booking,'2018-01-31 14:41:09.196'
288072,Create Booking,'2018-03-04 01:10:33.402'
288072,Create Booking,'2018-04-05 21:38:45.060'
288072,Create Booking,'2018-07-13 15:28:29.194'
288094,Create Booking,'2018-01-31 15:01:13.076'
288127,Create Booking,'2019-05-23 11:49:10.700'
288149,Create Booking,'2018-09-03 13:02:22.915'
288149,Create Booking,'2018-11-30 23:11:14.714'
288149,Create Booking,'2019-01-22 00:15:52.666'
288149,Create Booking,'2020-09-05 17:20:00.996'
288269,Create Booking,'2018-03-25 00:01:22.729'
288269,Create Booking,'2018-06-09 13:58:12.819'
288269,Create Booking,'2018-10-13 14:49:48.473'
288366,Create Booking,'2018-07-02 19:07:46.063'
288366,Create Booking,'2018-11-12 13:41:00.897'
288366,Create Booking,'2019-09-02 21:24:33.705'
288366,Create Booking,'2019-11-25 23:44:23.096'
288453,Create Booking,'2018-03-03 00:32:40.348'
288636,Create Booking,'2019-04-17 16:55:44.722'
288658,Create Booking,'2019-12-02 13:06:32.130'
288658,Create Booking,'2019-12-07 14:09:47.596'
288658,Create Booking,'2020-07-22 20:02:03.495'
288668,Create Booking,'2020-02-22 13:52:16.755'
288668,Create Booking,'2020-08-14 17:59:53.831'
288710,Create Booking,'2019-06-14 13:36:13.890'
288797,Create Booking,'2018-02-22 18:59:34.484'
288797,Create Booking,'2019-12-12 21:24:58.272'
289113,Create Booking,'2018-02-01 23:34:34.541'
289113,Create Booking,'2019-01-14 18:09:51.298'
289113,Create Booking,'2019-02-15 00:18:30.883'
289113,Create Booking,'2019-07-09 00:04:45.720'
289113,Create Booking,'2019-11-06 21:22:25.979'
289134,Create Booking,'2018-03-26 22:47:00.910'
289134,Create Booking,'2019-06-13 23:01:31.725'
289134,Create Booking,'2019-09-24 21:12:10.662'
289380,Create Booking,'2018-02-14 13:51:34.619'
289380,Create Booking,'2018-02-20 16:28:12.464'
289457,Create Booking,'2018-11-27 09:26:05.897'
289457,Create Booking,'2019-07-31 19:18:30.777'
289533,Create Booking,'2020-02-19 20:43:40.337'
289575,Create Booking,'2020-03-07 21:01:43.465'
289586,Create Booking,'2018-07-20 16:10:52.921'
289784,Create Booking,'2018-02-03 01:06:37.602'
289904,Create Booking,'2018-04-14 11:46:43.317'
289904,Create Booking,'2018-07-27 09:01:24.662'
289904,Create Booking,'2019-09-18 22:37:48.893'
289904,Create Booking,'2020-10-17 14:30:02.170'
289981,Create Booking,'2018-02-03 14:08:27.146'
289981,Create Booking,'2018-03-14 14:46:01.942'
289992,Create Booking,'2020-01-23 13:47:17.807'
290146,Create Booking,'2018-02-03 18:00:22.172'
290146,Create Booking,'2020-03-08 23:07:33.407'
290146,Create Booking,'2020-07-28 18:07:54.789'
290168,Create Booking,'2019-01-11 05:18:10.909'
290255,Create Booking,'2019-04-03 21:23:37.016'
290537,Create Booking,'2020-06-21 13:42:20.057'
290537,Create Booking,'2020-07-28 14:05:21.614'
290537,Create Booking,'2020-09-04 10:50:00.328'
290691,Create Booking,'2018-05-27 12:05:21.540'
290954,Create Booking,'2018-03-15 18:39:15.661'
290954,Create Booking,'2019-04-29 23:00:48.890'
291075,Create Booking,'2019-06-25 22:35:03.273'
291075,Create Booking,'2019-07-07 10:10:06.255'
291130,Create Booking,'2018-03-06 13:01:00.586'
291130,Create Booking,'2018-05-21 18:38:23.900'
291130,Create Booking,'2018-11-07 19:47:30.404'
291130,Create Booking,'2019-06-05 18:20:17.394'
291130,Create Booking,'2020-01-15 18:37:49.856'
291436,Create Booking,'2019-08-02 13:56:06.731'
291524,Create Booking,'2018-05-27 22:33:40.496'
291524,Create Booking,'2019-12-04 22:14:58.746'
291524,Create Booking,'2020-01-14 22:14:11.270'
291524,Create Booking,'2020-07-04 09:18:39.496'
291557,Create Booking,'2018-02-09 10:31:42.909'
291557,Create Booking,'2020-03-11 15:56:23.294'
291666,Create Booking,'2019-02-03 20:11:51.014'
291765,Create Booking,'2018-09-20 11:07:23.489'
291765,Create Booking,'2020-01-03 01:22:05.970'
291765,Create Booking,'2020-03-07 19:02:41.317'
291765,Create Booking,'2020-03-07 19:03:32.886'
291863,Create Booking,'2019-08-04 00:14:08.980'
291918,Create Booking,'2018-10-15 22:30:35.675'
291918,Create Booking,'2019-12-01 23:27:23.688'
291918,Create Booking,'2020-03-14 19:41:55.772'
292149,Create Booking,'2018-03-28 03:08:31.579'
292149,Create Booking,'2018-08-27 21:58:47.853'
292149,Create Booking,'2018-12-23 20:27:07.879'
292149,Create Booking,'2019-06-08 18:22:46.803'
292149,Create Booking,'2020-10-03 16:43:46.920'
292182,Create Booking,'2018-03-07 10:47:57.807'
292182,Create Booking,'2018-03-07 10:55:42.025'
292182,Create Booking,'2019-11-06 20:05:44.315'
292182,Create Booking,'2020-01-12 12:25:55.477'
292292,Create Booking,'2019-10-23 15:45:31.034'
292336,Create Booking,'2019-11-01 17:43:47.975'
292424,Create Booking,'2018-04-12 00:20:20.203'
292424,Create Booking,'2018-04-26 12:39:27.637'
292424,Create Booking,'2018-04-26 12:39:59.235'
292468,Create Booking,'2018-02-07 16:34:43.681'
292479,Create Booking,'2018-08-01 13:34:04.230'
292479,Create Booking,'2019-01-28 19:18:29.204'
292479,Create Booking,'2019-01-28 19:18:29.214'
292479,Create Booking,'2019-08-27 08:47:01.774'
292730,Create Booking,'2018-06-13 20:14:27.464'
292773,Create Booking,'2019-10-01 23:33:53.852'
292949,Create Booking,'2020-01-23 16:52:16.291'
294307,Create Booking,'2018-02-08 14:46:31.536'
294307,Create Booking,'2018-09-07 12:14:30.508'
294307,Create Booking,'2019-01-10 11:19:02.111'
294307,Create Booking,'2019-05-18 11:10:43.435'
294307,Create Booking,'2019-10-31 22:37:48.502'
294362,Create Booking,'2018-10-10 16:23:25.095'
294384,Create Booking,'2018-07-02 21:45:16.620'
294384,Create Booking,'2018-10-15 13:28:26.912'
294384,Create Booking,'2020-11-16 23:59:41.259'
294590,Create Booking,'2018-02-08 20:52:15.065'
294721,Create Booking,'2018-08-20 13:34:13.713'
294721,Create Booking,'2018-08-20 13:34:49.194'
294721,Create Booking,'2019-12-03 16:39:52.624'
294853,Create Booking,'2019-05-08 19:42:04.405'
294864,Create Booking,'2018-05-04 18:19:37.762'
294864,Create Booking,'2018-07-19 20:20:37.763'
294864,Create Booking,'2018-08-23 19:23:42.191'
294864,Create Booking,'2018-10-26 11:17:19.109'
294864,Create Booking,'2018-10-27 23:49:25.794'
294875,Create Booking,'2018-02-09 08:27:43.205'
294919,Create Booking,'2018-09-21 13:08:30.813'
294919,Create Booking,'2018-10-12 00:11:30.376'
294919,Create Booking,'2019-02-14 19:35:51.699'
294919,Create Booking,'2019-12-04 18:41:54.227'
295275,Create Booking,'2020-08-19 00:14:48.499'
295363,Create Booking,'2020-08-12 13:50:19.664'
295660,Create Booking,'2018-02-10 15:15:09.678'
295704,Create Booking,'2018-03-03 19:35:04.537'
295966,Create Booking,'2018-07-02 22:43:07.208'
296053,Create Booking,'2019-09-20 21:08:15.944'
296163,Create Booking,'2019-09-24 00:38:05.615'
296163,Create Booking,'2019-10-29 21:59:00.413'
296163,Create Booking,'2020-01-15 18:02:07.620'
296163,Create Booking,'2020-10-22 16:56:04.690'
296218,Create Booking,'2018-05-14 09:38:32.920'
296306,Create Booking,'2018-10-03 19:28:19.538'
296306,Create Booking,'2018-10-03 19:28:19.545'
296306,Create Booking,'2019-01-23 22:53:44.499'
296306,Create Booking,'2019-08-18 11:53:23.363'
296372,Create Booking,'2018-07-02 15:20:38.388'
296424,Create Booking,'2019-04-29 14:30:21.913'
296424,Create Booking,'2020-06-21 15:40:15.846'
296424,Create Booking,'2020-08-20 22:08:02.050'
296435,Create Booking,'2019-02-08 23:35:28.293'
296435,Create Booking,'2019-03-06 16:59:17.264'
296640,Create Booking,'2018-04-02 14:44:43.056'
296640,Create Booking,'2018-06-28 13:13:23.703'
296640,Create Booking,'2019-01-21 15:22:45.566'
296640,Create Booking,'2019-08-07 23:28:06.784'
296640,Create Booking,'2020-01-23 11:31:25.865'
296794,Create Booking,'2018-03-04 21:45:23.749'
296847,Create Booking,'2019-05-01 18:26:07.616'
296847,Create Booking,'2019-05-01 18:26:07.638'
296847,Create Booking,'2019-05-29 19:25:31.444'
296847,Create Booking,'2019-05-29 19:25:31.451'
296847,Create Booking,'2019-10-09 13:53:25.308'
296847,Create Booking,'2019-11-30 11:00:58.660'
296902,Create Booking,'2018-02-13 13:39:11.726'
296902,Create Booking,'2018-02-13 13:39:11.732'
296902,Create Booking,'2018-02-13 13:39:11.738'
296913,Create Booking,'2018-02-13 14:04:37.066'
296913,Create Booking,'2019-04-04 13:39:31.377'
296913,Create Booking,'2019-07-10 10:53:33.332'
296956,Create Booking,'2018-05-08 22:33:35.534'
296989,Create Booking,'2018-10-05 09:33:42.468'
296989,Create Booking,'2019-04-01 14:05:55.464'
297000,Create Booking,'2019-06-11 00:41:20.161'
297000,Create Booking,'2019-12-03 21:43:55.063'
297000,Create Booking,'2020-10-14 14:23:54.173'
297022,Create Booking,'2018-08-27 13:42:24.465'
297033,Create Booking,'2018-08-08 00:30:26.683'
297033,Create Booking,'2019-05-21 17:43:35.427'
297033,Create Booking,'2019-11-15 13:42:52.888'
297033,Create Booking,'2019-11-30 09:37:49.009'
297132,Create Booking,'2019-05-20 15:21:02.702'
297132,Create Booking,'2019-06-23 18:32:43.720'
