user_key;created
122564;'2017-05-18 19:01:17.414'
122585;'2017-05-18 19:02:48.379'
122606;'2017-05-18 19:07:39.238'
122627;'2017-05-18 19:16:02.200'
122648;'2017-05-18 19:34:14.783'
122669;'2017-05-18 19:40:42.210'
122690;'2017-05-18 20:27:43.494'
122711;'2017-05-18 20:31:06.397'
122730;'2017-05-18 21:11:42.781'
122771;'2017-05-18 21:36:29.147'
122792;'2017-05-18 21:53:37.885'
122813;'2017-05-18 21:54:19.596'
122834;'2017-05-18 22:12:43.973'
122855;'2017-05-18 22:28:17.921'
122876;'2017-05-18 22:39:16.368'
122896;'2017-05-18 22:50:51.625'
122917;'2017-05-18 22:57:10.970'
122938;'2017-05-18 23:14:23.789'
1090165;'2020-08-25 16:02:51.609'
9703239;'2020-09-02 15:17:56.095'
122959;'2017-05-18 23:58:30.275'
122980;'2017-05-19 00:17:22.630'
9745512;'2020-09-04 22:48:16.606'
9798033;'2020-09-07 16:15:36.708'
9816223;'2020-09-08 07:42:34.027'
123001;'2017-05-19 00:23:24.534'
9816351;'2020-09-08 15:42:34.168'
123021;'2017-05-19 00:30:39.470'
9838540;'2020-09-09 23:17:13.362'
123041;'2017-05-19 01:20:01.234'
123061;'2017-05-19 04:34:08.228'
123080;'2017-05-19 08:12:19.495'
9860366;'2020-09-10 03:06:48.578'
9860367;'2020-09-10 03:39:26.758'
123099;'2017-05-19 08:19:17.585'
123120;'2017-05-19 08:23:11.474'
9860373;'2020-09-10 07:29:02.055'
9860375;'2020-09-10 07:42:11.818'
123162;'2017-05-19 09:23:10.071'
123182;'2017-05-19 09:45:56.397'
123203;'2017-05-19 09:55:01.806'
123223;'2017-05-19 10:21:39.820'
123243;'2017-05-19 10:25:53.963'
123264;'2017-05-19 11:17:23.775'
9860380;'2020-09-10 08:42:13.097'
9860381;'2020-09-10 08:53:13.379'
9860382;'2020-09-10 08:56:59.599'
9860383;'2020-09-10 08:59:43.682'
123285;'2017-05-19 11:59:17.453'
9860384;'2020-09-10 09:25:10.379'
123306;'2017-05-19 12:03:12.504'
123327;'2017-05-19 12:18:48.691'
9860387;'2020-09-10 09:33:37.432'
123348;'2017-05-19 12:57:12.046'
123368;'2017-05-19 12:57:51.401'
9860391;'2020-09-10 09:50:11.387'
123388;'2017-05-19 12:59:41.119'
123408;'2017-05-19 13:11:33.344'
9860392;'2020-09-10 09:52:48.730'
9860394;'2020-09-10 09:57:52.221'
123428;'2017-05-19 13:14:34.270'
9860397;'2020-09-10 10:02:46.765'
123448;'2017-05-19 14:06:42.226'
9860400;'2020-09-10 10:15:27.662'
123467;'2017-05-19 14:09:30.098'
9860398;'2020-09-10 10:04:44.537'
123485;'2017-05-19 14:24:13.653'
123504;'2017-05-19 14:40:55.465'
9860402;'2020-09-10 10:19:19.151'
123524;'2017-05-19 15:04:37.221'
9860404;'2020-09-10 10:24:53.933'
9860405;'2020-09-10 10:34:19.768'
9860406;'2020-09-10 10:35:02.243'
9860407;'2020-09-10 10:36:22.658'
123544;'2017-05-19 15:34:04.639'
9860408;'2020-09-10 10:38:08.377'
123564;'2017-05-19 15:36:03.258'
123584;'2017-05-19 15:36:38.297'
9860410;'2020-09-10 11:02:31.783'
9860411;'2020-09-10 11:04:02.418'
123604;'2017-05-19 15:41:27.497'
123624;'2017-05-19 15:47:29.710'
9860413;'2020-09-10 11:11:14.613'
123643;'2017-05-19 16:10:43.637'
123663;'2017-05-19 16:24:46.300'
9860415;'2020-09-10 11:19:35.057'
9860416;'2020-09-10 11:28:26.192'
9860417;'2020-09-10 11:35:38.307'
123682;'2017-05-19 17:03:08.234'
9860419;'2020-09-10 11:48:36.294'
123702;'2017-05-19 17:13:31.500'
123722;'2017-05-19 17:16:45.224'
9860424;'2020-09-10 11:55:31.835'
9860425;'2020-09-10 11:59:46.285'
123742;'2017-05-19 17:22:03.692'
123762;'2017-05-19 17:25:38.525'
9860426;'2020-09-10 11:59:52.550'
123782;'2017-05-19 18:01:16.086'
9860427;'2020-09-10 12:03:22.180'
123802;'2017-05-19 18:06:59.931'
9860429;'2020-09-10 12:09:21.560'
9860431;'2020-09-10 12:10:02.802'
123822;'2017-05-19 18:46:41.672'
123842;'2017-05-19 19:14:28.833'
123861;'2017-05-19 19:17:56.079'
123901;'2017-05-19 20:37:44.264'
123921;'2017-05-19 21:45:09.384'
9860433;'2020-09-10 12:16:01.093'
123941;'2017-05-19 22:17:12.161'
123959;'2017-05-19 22:28:20.982'
9860434;'2020-09-10 12:18:15.916'
123978;'2017-05-19 22:31:02.532'
124018;'2017-05-19 23:12:13.846'
124056;'2017-05-19 23:28:07.128'
9860438;'2020-09-10 12:57:07.029'
124077;'2017-05-19 23:33:06.499'
124097;'2017-05-20 00:29:27.853'
124118;'2017-05-20 00:46:52.507'
124139;'2017-05-20 00:51:19.128'
124159;'2017-05-20 01:00:40.295'
9860441;'2020-09-10 13:15:56.622'
124179;'2017-05-20 01:27:08.837'
124200;'2017-05-20 01:27:54.058'
124220;'2017-05-20 01:35:20.588'
124241;'2017-05-20 03:48:57.302'
9860443;'2020-09-10 13:20:30.040'
9860444;'2020-09-10 13:26:55.822'
124261;'2017-05-20 08:45:42.884'
9860445;'2020-09-10 13:28:57.562'
124281;'2017-05-20 10:08:08.117'
9860446;'2020-09-10 13:30:22.094'
124300;'2017-05-20 10:43:22.716'
124320;'2017-05-20 10:43:23.314'
9860447;'2020-09-10 13:32:37.080'
124339;'2017-05-20 12:56:07.528'
124358;'2017-05-20 13:03:47.794'
124378;'2017-05-20 13:06:18.944'
9860448;'2020-09-10 13:35:54.186'
124398;'2017-05-20 13:23:37.169'
9860449;'2020-09-10 13:37:27.635'
124418;'2017-05-20 13:27:50.200'
124437;'2017-05-20 13:29:04.102'
124456;'2017-05-20 13:55:56.519'
124475;'2017-05-20 13:59:29.289'
9860452;'2020-09-10 13:46:35.531'
124493;'2017-05-20 13:59:52.316'
124510;'2017-05-20 14:25:36.053'
124529;'2017-05-20 14:27:38.932'
9860454;'2020-09-10 13:52:38.654'
124547;'2017-05-20 14:57:04.293'
124566;'2017-05-20 15:12:38.007'
124585;'2017-05-20 15:18:30.874'
124604;'2017-05-20 15:19:30.293'
124623;'2017-05-20 15:35:14.472'
124642;'2017-05-20 15:44:42.013'
9860456;'2020-09-10 13:57:46.031'
124661;'2017-05-20 15:53:27.147'
124868;'2017-05-21 02:50:23.805'
124680;'2017-05-20 17:09:23.223'
124698;'2017-05-20 18:36:09.929'
9860458;'2020-09-10 14:00:00.230'
9860459;'2020-09-10 14:00:11.777'
9860461;'2020-09-10 14:03:18.424'
124736;'2017-05-20 18:42:53.371'
124755;'2017-05-20 19:36:44.656'
124773;'2017-05-20 19:40:51.887'
124791;'2017-05-20 21:16:04.938'
124810;'2017-05-20 23:36:15.884'
124829;'2017-05-20 23:52:52.197'
124848;'2017-05-21 00:52:40.348'
9860463;'2020-09-10 14:11:02.559'
124888;'2017-05-21 11:06:39.171'
124908;'2017-05-21 12:27:09.879'
9860465;'2020-09-10 14:16:25.630'
124928;'2017-05-21 12:28:50.342'
9860469;'2020-09-10 14:30:23.827'
124966;'2017-05-21 16:16:37.351'
124985;'2017-05-21 16:58:51.856'
125024;'2017-05-21 19:57:28.465'
9860474;'2020-09-10 14:35:23.242'
125043;'2017-05-21 19:59:51.646'
9860475;'2020-09-10 14:37:08.461'
125063;'2017-05-21 20:12:25.627'
9860477;'2020-09-10 14:39:39.248'
9860478;'2020-09-10 14:39:50.286'
125083;'2017-05-21 21:02:39.153'
125103;'2017-05-21 21:30:53.940'
125123;'2017-05-21 21:31:45.013'
125143;'2017-05-21 21:53:53.406'
9860481;'2020-09-10 14:41:50.145'
125163;'2017-05-21 23:12:38.832'
9860484;'2020-09-10 14:51:52.826'
125182;'2017-05-22 00:35:20.797'
125202;'2017-05-22 01:46:24.261'
9860486;'2020-09-10 14:55:12.473'
125222;'2017-05-22 08:18:29.711'
125242;'2017-05-22 08:32:29.601'
9860494;'2020-09-10 15:20:14.433'
125279;'2017-05-22 09:39:26.881'
125298;'2017-05-22 09:46:20.077'
125317;'2017-05-22 09:54:37.940'
9860498;'2020-09-10 15:29:54.663'
125333;'2017-05-22 10:24:35.201'
125350;'2017-05-22 10:30:55.986'
125367;'2017-05-22 11:15:52.050'
125385;'2017-05-22 11:18:36.985'
125404;'2017-05-22 11:19:12.465'
125423;'2017-05-22 11:56:50.293'
9860507;'2020-09-10 16:09:42.006'
9860509;'2020-09-10 16:22:31.777'
125441;'2017-05-22 11:58:37.644'
9860510;'2020-09-10 16:25:38.980'
9860512;'2020-09-10 16:28:22.621'
125459;'2017-05-22 12:01:55.929'
9860515;'2020-09-10 16:30:02.152'
125477;'2017-05-22 12:22:57.576'
125496;'2017-05-22 12:35:03.010'
9860520;'2020-09-10 16:46:22.006'
9860522;'2020-09-10 16:49:12.404'
9860523;'2020-09-10 16:50:07.389'
9860525;'2020-09-10 17:01:02.052'
125535;'2017-05-22 13:42:38.278'
9860526;'2020-09-10 17:03:57.285'
9860527;'2020-09-10 17:06:07.341'
125555;'2017-05-22 14:15:11.993'
125575;'2017-05-22 14:26:33.447'
9860528;'2020-09-10 17:07:28.464'
9860529;'2020-09-10 17:12:14.854'
9860530;'2020-09-10 17:12:40.023'
125594;'2017-05-22 14:28:44.824'
9860531;'2020-09-10 17:15:18.202'
125614;'2017-05-22 14:30:50.294'
9860539;'2020-09-10 17:28:12.064'
125634;'2017-05-22 14:49:01.360'
9860541;'2020-09-10 17:31:16.525'
9860542;'2020-09-10 17:33:31.280'
125653;'2017-05-22 14:49:14.021'
9860543;'2020-09-10 17:36:00.476'
9860544;'2020-09-10 17:41:55.852'
9860545;'2020-09-10 17:41:58.911'
9860546;'2020-09-10 17:43:43.701'
125672;'2017-05-22 14:59:09.558'
9860548;'2020-09-10 17:44:25.473'
9860550;'2020-09-10 17:49:39.164'
125691;'2017-05-22 16:39:47.241'
9860551;'2020-09-10 17:51:27.191'
9860552;'2020-09-10 17:55:38.944'
9860554;'2020-09-10 18:01:19.585'
9860555;'2020-09-10 18:10:31.090'
9860556;'2020-09-10 18:10:35.875'
9860559;'2020-09-10 18:29:06.230'
125731;'2017-05-22 18:18:59.471'
9860560;'2020-09-10 18:31:47.272'
9860563;'2020-09-10 18:42:19.124'
125751;'2017-05-22 18:34:35.001'
125771;'2017-05-22 18:43:33.300'
9860566;'2020-09-10 18:57:25.079'
125791;'2017-05-22 18:47:44.420'
9860567;'2020-09-10 18:58:15.966'
9860568;'2020-09-10 19:02:40.193'
9860570;'2020-09-10 19:11:24.192'
125811;'2017-05-22 19:30:10.215'
125831;'2017-05-22 19:43:23.982'
125851;'2017-05-22 19:55:01.447'
9860575;'2020-09-10 19:33:43.144'
125871;'2017-05-22 20:18:42.501'
9860578;'2020-09-10 19:40:04.369'
9860581;'2020-09-10 19:46:37.066'
9860582;'2020-09-10 20:02:31.455'
125892;'2017-05-22 20:22:20.226'
9860584;'2020-09-10 20:18:44.839'
9860585;'2020-09-10 20:22:17.769'
9860587;'2020-09-10 20:29:50.680'
9860588;'2020-09-10 20:32:19.437'
125913;'2017-05-22 20:23:34.297'
9860589;'2020-09-10 20:35:04.063'
9860591;'2020-09-10 20:45:56.668'
9860592;'2020-09-10 20:49:32.841'
9860593;'2020-09-10 20:54:37.256'
125934;'2017-05-22 20:26:06.180'
9860594;'2020-09-10 20:54:52.123'
9860595;'2020-09-10 20:58:37.916'
9860596;'2020-09-10 21:03:37.431'
9860597;'2020-09-10 21:07:29.371'
125953;'2017-05-22 21:11:00.714'
125974;'2017-05-22 21:21:37.951'
9860598;'2020-09-10 21:10:08.555'
9860600;'2020-09-10 21:16:12.275'
9860601;'2020-09-10 21:20:09.626'
125995;'2017-05-22 21:54:22.247'
9860602;'2020-09-10 21:21:21.907'
126016;'2017-05-22 21:57:28.857'
126037;'2017-05-22 22:59:46.720'
9860607;'2020-09-10 21:28:50.558'
126058;'2017-05-22 23:10:40.552'
9860608;'2020-09-10 21:29:15.340'
9860609;'2020-09-10 21:33:57.389'
126078;'2017-05-22 23:21:56.319'
9860611;'2020-09-10 21:34:05.264'
126099;'2017-05-22 23:22:51.506'
9860612;'2020-09-10 21:38:07.133'
126119;'2017-05-22 23:32:32.160'
9860613;'2020-09-10 21:41:36.842'
9860614;'2020-09-10 21:42:19.084'
9860615;'2020-09-10 21:43:01.023'
9860616;'2020-09-10 21:44:36.445'
126140;'2017-05-22 23:45:06.288'
9860618;'2020-09-10 21:45:04.362'
9860619;'2020-09-10 21:45:26.038'
9860620;'2020-09-10 21:48:12.519'
9860621;'2020-09-10 21:50:09.404'
9860624;'2020-09-10 21:56:04.749'
126179;'2017-05-23 00:18:44.651'
9860627;'2020-09-10 21:59:26.570'
9860629;'2020-09-10 22:00:07.769'
9860630;'2020-09-10 22:01:20.876'
126200;'2017-05-23 01:43:11.610'
9860631;'2020-09-10 22:01:25.651'
9860632;'2020-09-10 22:06:08.846'
126220;'2017-05-23 05:02:13.863'
126241;'2017-05-23 08:24:51.108'
9860635;'2020-09-10 22:13:06.327'
9860636;'2020-09-10 22:13:09.394'
126261;'2017-05-23 08:50:31.227'
9860640;'2020-09-10 22:25:49.147'
9860641;'2020-09-10 22:25:58.080'
9860642;'2020-09-10 22:27:58.557'
126282;'2017-05-23 10:43:18.609'
126303;'2017-05-23 11:35:21.419'
126323;'2017-05-23 11:58:21.729'
126343;'2017-05-23 12:31:09.986'
9860645;'2020-09-10 22:35:18.379'
9860646;'2020-09-10 22:37:40.607'
126364;'2017-05-23 12:52:06.753'
9860649;'2020-09-10 22:51:06.778'
9860650;'2020-09-10 22:51:19.318'
9860651;'2020-09-10 22:59:11.637'
126385;'2017-05-23 13:30:35.756'
9860654;'2020-09-10 23:04:16.776'
9860655;'2020-09-10 23:07:45.520'
126406;'2017-05-23 13:33:26.039'
9860656;'2020-09-10 23:19:24.082'
9860657;'2020-09-10 23:22:18.710'
9860659;'2020-09-10 23:33:06.048'
126427;'2017-05-23 13:50:09.005'
9860664;'2020-09-11 00:00:16.610'
126448;'2017-05-23 13:50:53.719'
126469;'2017-05-23 14:21:51.309'
9860667;'2020-09-11 00:26:47.445'
9860669;'2020-09-11 00:43:04.081'
126490;'2017-05-23 14:38:58.528'
126511;'2017-05-23 14:43:50.085'
9860671;'2020-09-11 01:06:27.146'
9860672;'2020-09-11 01:21:12.332'
126532;'2017-05-23 14:51:15.387'
9860674;'2020-09-11 02:06:13.285'
9860673;'2020-09-11 01:33:58.348'
126552;'2017-05-23 14:56:57.012'
126573;'2017-05-23 15:10:43.777'
126594;'2017-05-23 15:21:29.295'
126615;'2017-05-23 16:41:42.478'
126636;'2017-05-23 16:46:17.817'
126657;'2017-05-23 17:20:33.407'
126678;'2017-05-23 17:21:34.781'
126699;'2017-05-23 17:31:11.061'
126719;'2017-05-23 17:49:02.168'
126740;'2017-05-23 17:49:42.347'
126760;'2017-05-23 18:04:05.975'
126780;'2017-05-23 18:06:46.897'
126799;'2017-05-23 18:12:28.576'
126820;'2017-05-23 18:29:39.560'
126841;'2017-05-23 18:30:11.119'
126861;'2017-05-23 18:51:11.028'
126881;'2017-05-23 20:00:58.166'
126902;'2017-05-23 20:42:56.929'
126923;'2017-05-23 20:55:24.006'
126944;'2017-05-23 21:11:25.085'
126965;'2017-05-23 21:19:24.842'
126986;'2017-05-23 21:36:00.926'
127007;'2017-05-23 22:18:26.935'
127028;'2017-05-23 22:37:50.352'
127048;'2017-05-23 22:44:14.556'
127069;'2017-05-23 22:45:37.225'
127089;'2017-05-23 23:42:47.289'
127108;'2017-05-24 00:03:43.717'
127128;'2017-05-24 00:07:07.701'
127149;'2017-05-24 00:36:39.193'
127170;'2017-05-24 00:44:09.506'
127191;'2017-05-24 01:17:31.679'
127212;'2017-05-24 02:04:08.025'
127233;'2017-05-24 02:34:14.216'
127254;'2017-05-24 07:34:44.359'
127275;'2017-05-24 08:59:47.527'
127295;'2017-05-24 09:08:42.176'
127315;'2017-05-24 09:54:29.674'
127334;'2017-05-24 10:11:55.963'
127353;'2017-05-24 10:18:14.698'
127374;'2017-05-24 10:57:52.719'
127395;'2017-05-24 11:55:47.156'
127416;'2017-05-24 12:00:12.059'
127437;'2017-05-24 12:13:54.981'
127458;'2017-05-24 12:25:19.331'
127478;'2017-05-24 12:41:13.124'
127499;'2017-05-24 12:47:01.176'
127519;'2017-05-24 13:32:13.104'
127538;'2017-05-24 13:48:16.475'
127559;'2017-05-24 14:22:29.074'
127601;'2017-05-24 14:50:29.825'
127621;'2017-05-24 15:31:32.322'
127641;'2017-05-24 15:32:10.890'
127662;'2017-05-24 16:50:55.681'
127683;'2017-05-24 16:54:33.592'
127703;'2017-05-24 17:20:08.722'
127724;'2017-05-24 17:26:18.467'
127744;'2017-05-24 17:42:18.839'
127765;'2017-05-24 18:31:06.627'
127786;'2017-05-24 19:00:52.177'
127807;'2017-05-24 19:57:28.006'
127828;'2017-05-24 20:09:34.798'
127849;'2017-05-24 20:29:14.120'
127870;'2017-05-24 20:36:12.189'
127891;'2017-05-24 20:44:10.163'
127911;'2017-05-24 21:29:39.376'
127931;'2017-05-24 21:42:50.361'
127952;'2017-05-24 22:21:55.068'
127973;'2017-05-24 22:37:18.041'
127994;'2017-05-24 22:46:40.598'
128014;'2017-05-24 23:09:35.634'
128035;'2017-05-24 23:10:15.817'
128056;'2017-05-25 00:17:31.179'
128076;'2017-05-25 00:20:43.906'
128096;'2017-05-25 00:21:10.733'
128115;'2017-05-25 00:28:08.629'
128136;'2017-05-25 00:37:48.023'
128157;'2017-05-25 00:39:12.981'
128178;'2017-05-25 08:17:41.785'
128199;'2017-05-25 08:51:16.859'
128219;'2017-05-25 09:31:19.834'
128239;'2017-05-25 09:40:28.298'
128260;'2017-05-25 10:15:01.212'
128279;'2017-05-25 10:48:50.779'
128299;'2017-05-25 11:49:41.512'
128319;'2017-05-25 12:21:31.892'
128339;'2017-05-25 12:23:11.305'
128360;'2017-05-25 12:44:54.283'
128381;'2017-05-25 13:31:36.679'
128401;'2017-05-25 13:58:45.096'
128441;'2017-05-25 14:20:21.068'
128462;'2017-05-25 14:28:11.451'
128483;'2017-05-25 14:34:00.153'
128504;'2017-05-25 15:15:00.445'
128524;'2017-05-25 16:04:31.961'
128544;'2017-05-25 16:27:02.151'
128564;'2017-05-25 16:31:27.103'
128584;'2017-05-25 16:38:52.483'
128605;'2017-05-25 16:41:41.557'
128625;'2017-05-25 16:42:15.932'
128646;'2017-05-25 17:28:53.762'
128666;'2017-05-25 17:38:24.485'
128687;'2017-05-25 18:42:06.892'
128708;'2017-05-25 18:46:25.426'
128729;'2017-05-25 19:50:29.204'
128748;'2017-05-25 20:01:54.904'
128789;'2017-05-25 22:35:08.454'
128809;'2017-05-25 22:40:55.781'
128830;'2017-05-25 22:44:53.302'
128851;'2017-05-25 22:46:46.753'
128872;'2017-05-25 22:51:54.800'
128893;'2017-05-25 22:56:31.925'
128914;'2017-05-25 23:00:47.705'
128935;'2017-05-25 23:05:37.215'
128956;'2017-05-25 23:25:24.315'
128977;'2017-05-25 23:37:30.201'
128997;'2017-05-25 23:38:16.542'
129017;'2017-05-26 08:57:34.950'
129038;'2017-05-26 08:57:51.265'
129058;'2017-05-26 09:14:21.157'
129100;'2017-05-26 10:01:02.374'
129121;'2017-05-26 11:32:58.861'
129142;'2017-05-26 12:12:48.657'
129163;'2017-05-26 12:57:17.097'
129184;'2017-05-26 13:17:09.535'
129205;'2017-05-26 13:57:20.104'
129226;'2017-05-26 14:30:48.732'
129247;'2017-05-26 14:36:12.562'
129268;'2017-05-26 14:51:00.348'
129289;'2017-05-26 14:59:15.738'
129310;'2017-05-26 14:59:57.425'
129331;'2017-05-26 15:09:47.059'
129351;'2017-05-26 15:26:04.730'
129371;'2017-05-26 15:28:55.300'
129392;'2017-05-26 15:33:46.391'
129412;'2017-05-26 15:44:15.522'
129432;'2017-05-26 15:50:08.251'
129453;'2017-05-26 16:49:07.034'
129474;'2017-05-26 17:55:13.671'
129494;'2017-05-26 18:32:29.159'
129533;'2017-05-26 19:12:19.689'
129554;'2017-05-26 20:00:14.383'
129575;'2017-05-26 20:42:24.374'
129596;'2017-05-26 21:06:24.090'
129617;'2017-05-26 21:29:46.781'
129638;'2017-05-26 21:40:05.850'
129659;'2017-05-26 21:47:38.558'
129680;'2017-05-26 21:57:43.874'
129701;'2017-05-26 22:00:30.208'
129721;'2017-05-26 22:54:06.259'
129741;'2017-05-26 23:02:09.236'
129761;'2017-05-26 23:41:34.835'
129781;'2017-05-27 00:33:58.562'
129802;'2017-05-27 00:43:48.280'
129823;'2017-05-27 02:45:52.525'
129844;'2017-05-27 03:03:09.181'
129865;'2017-05-27 03:06:32.619'
129885;'2017-05-27 09:43:36.060'
129905;'2017-05-27 11:11:00.156'
129926;'2017-05-27 11:27:10.884'
129946;'2017-05-27 12:25:52.641'
129967;'2017-05-27 12:54:42.447'
129988;'2017-05-27 12:58:25.632'
130009;'2017-05-27 13:04:57.903'
130030;'2017-05-27 13:34:58.797'
130050;'2017-05-27 14:11:10.591'
130069;'2017-05-27 14:12:02.189'
130089;'2017-05-27 14:23:31.012'
130129;'2017-05-27 15:01:28.752'
130150;'2017-05-27 15:30:19.150'
130170;'2017-05-27 15:32:09.589'
130191;'2017-05-27 16:14:30.068'
130212;'2017-05-27 16:46:44.204'
130233;'2017-05-27 18:09:31.564'
130254;'2017-05-27 18:17:48.902'
130275;'2017-05-27 20:11:02.506'
130295;'2017-05-27 21:20:36.807'
130316;'2017-05-27 22:52:28.416'
130336;'2017-05-27 23:15:49.549'
130357;'2017-05-27 23:44:39.209'
130378;'2017-05-28 00:08:46.083'
130399;'2017-05-28 02:13:54.502'
130419;'2017-05-28 04:08:30.819'
130440;'2017-05-28 04:18:42.015'
130461;'2017-05-28 08:14:15.811'
130482;'2017-05-28 08:45:38.661'
130503;'2017-05-28 11:49:58.990'
130524;'2017-05-28 13:02:01.172'
130545;'2017-05-28 13:12:26.766'
130565;'2017-05-28 15:01:37.634'
130584;'2017-05-28 17:09:26.816'
130604;'2017-05-28 18:55:25.978'
130625;'2017-05-28 19:07:27.037'
130646;'2017-05-28 19:34:29.015'
130667;'2017-05-28 20:17:34.425'
130688;'2017-05-28 20:53:24.319'
130709;'2017-05-28 21:44:08.153'
130729;'2017-05-28 22:16:21.042'
130750;'2017-05-28 22:20:42.011'
130771;'2017-05-29 00:18:00.749'
130792;'2017-05-29 00:33:44.242'
130813;'2017-05-29 01:16:22.925'
130855;'2017-05-29 04:47:45.587'
130876;'2017-05-29 08:19:17.246'
130896;'2017-05-29 08:53:54.693'
130915;'2017-05-29 08:58:51.202'
130934;'2017-05-29 10:01:13.638'
130955;'2017-05-29 10:03:45.983'
130976;'2017-05-29 10:13:04.501'
130997;'2017-05-29 10:17:50.650'
131018;'2017-05-29 10:32:18.330'
131038;'2017-05-29 10:46:59.556'
131059;'2017-05-29 11:21:06.508'
131080;'2017-05-29 11:55:13.056'
131100;'2017-05-29 11:57:53.841'
131120;'2017-05-29 12:05:08.698'
131141;'2017-05-29 12:32:18.961'
131162;'2017-05-29 12:50:55.803'
131183;'2017-05-29 12:52:02.431'
131204;'2017-05-29 13:25:36.718'
131225;'2017-05-29 14:00:08.017'
131246;'2017-05-29 14:08:32.836'
131267;'2017-05-29 14:12:16.665'
131288;'2017-05-29 14:16:11.443'
131309;'2017-05-29 14:16:55.379'
131330;'2017-05-29 14:20:04.278'
131351;'2017-05-29 14:30:51.965'
131371;'2017-05-29 14:50:25.096'
131392;'2017-05-29 14:58:40.499'
131434;'2017-05-29 15:33:22.205'
131455;'2017-05-29 15:49:05.912'
131476;'2017-05-29 16:00:34.029'
131497;'2017-05-29 16:41:30.490'
131518;'2017-05-29 17:31:31.418'
131539;'2017-05-29 17:43:29.875'
131560;'2017-05-29 18:20:13.058'
131581;'2017-05-29 18:23:22.455'
131601;'2017-05-29 18:23:36.377'
131622;'2017-05-29 18:58:36.869'
131642;'2017-05-29 19:16:02.228'
131663;'2017-05-29 19:43:12.525'
131684;'2017-05-29 19:47:03.470'
131705;'2017-05-29 19:59:46.087'
131726;'2017-05-29 20:09:23.046'
131747;'2017-05-29 20:26:50.099'
131767;'2017-05-29 20:29:48.158'
131787;'2017-05-29 20:30:27.241'
131807;'2017-05-29 20:32:12.479'
131825;'2017-05-29 20:39:45.897'
131844;'2017-05-29 21:05:53.519'
131865;'2017-05-29 22:03:09.826'
131906;'2017-05-29 22:49:21.074'
131926;'2017-05-29 22:55:31.872'
131945;'2017-05-29 23:01:19.759'
131964;'2017-05-29 23:07:55.334'
131985;'2017-05-29 23:08:03.983'
132005;'2017-05-29 23:16:18.822'
132026;'2017-05-29 23:22:09.444'
132047;'2017-05-29 23:30:43.276'
132067;'2017-05-30 00:06:01.619'
132088;'2017-05-30 00:13:41.305'
132109;'2017-05-30 00:25:07.450'
132128;'2017-05-30 01:08:49.309'
132149;'2017-05-30 01:26:03.877'
132170;'2017-05-30 01:26:19.186'
132191;'2017-05-30 01:37:34.738'
132212;'2017-05-30 02:06:10.124'
132232;'2017-05-30 02:07:52.663'
132252;'2017-05-30 02:27:23.076'
132272;'2017-05-30 03:19:21.544'
132292;'2017-05-30 08:39:25.910'
132312;'2017-05-30 08:41:19.192'
132331;'2017-05-30 09:41:19.985'
132352;'2017-05-30 10:12:17.425'
132373;'2017-05-30 10:22:40.488'
132393;'2017-05-30 10:55:01.283'
132414;'2017-05-30 10:56:49.507'
132434;'2017-05-30 11:00:12.014'
132454;'2017-05-30 11:13:34.951'
132475;'2017-05-30 11:46:19.035'
132495;'2017-05-30 12:22:10.621'
132537;'2017-05-30 13:05:31.347'
132558;'2017-05-30 13:11:58.630'
132579;'2017-05-30 15:27:53.431'
132600;'2017-05-30 15:41:52.404'
132620;'2017-05-30 17:05:07.524'
132641;'2017-05-30 17:09:20.151'
132662;'2017-05-30 17:15:46.005'
132683;'2017-05-30 17:32:26.069'
132704;'2017-05-30 18:50:00.880'
132725;'2017-05-30 18:58:18.405'
132746;'2017-05-30 19:07:18.627'
132767;'2017-05-30 19:09:31.422'
132788;'2017-05-30 19:20:11.195'
132809;'2017-05-30 19:22:35.690'
132830;'2017-05-30 19:40:53.911'
132850;'2017-05-30 19:41:19.832'
132871;'2017-05-30 21:01:35.149'
132891;'2017-05-30 21:09:03.160'
132911;'2017-05-30 21:25:56.296'
132932;'2017-05-30 21:36:10.794'
132953;'2017-05-30 21:49:47.136'
132974;'2017-05-30 22:12:06.507'
132993;'2017-05-30 22:24:48.733'
133014;'2017-05-30 22:48:49.830'
133035;'2017-05-30 22:54:42.194'
133056;'2017-05-30 23:11:09.750'
133077;'2017-05-30 23:15:59.484'
133098;'2017-05-30 23:19:55.941'
133119;'2017-05-30 23:36:42.440'
133139;'2017-05-30 23:36:51.832'
133160;'2017-05-31 00:04:48.217'
133179;'2017-05-31 00:11:11.787'
133219;'2017-05-31 00:40:28.477'
133239;'2017-05-31 00:40:37.696'
133260;'2017-05-31 01:22:33.285'
133280;'2017-05-31 01:37:05.147'
133301;'2017-05-31 06:30:18.000'
133342;'2017-05-31 09:02:54.445'
133363;'2017-05-31 09:09:13.835'
133384;'2017-05-31 09:17:07.951'
133404;'2017-05-31 09:29:51.934'
133424;'2017-05-31 09:52:40.708'
133445;'2017-05-31 10:02:46.654'
133466;'2017-05-31 10:05:15.943'
133487;'2017-05-31 10:26:22.001'
133508;'2017-05-31 11:15:51.898'
133550;'2017-05-31 12:01:10.802'
133570;'2017-05-31 12:05:50.874'
133591;'2017-05-31 12:45:04.627'
133611;'2017-05-31 13:03:16.996'
133631;'2017-05-31 13:46:59.936'
133652;'2017-05-31 13:56:05.844'
133673;'2017-05-31 14:28:26.296'
